100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
100;100;1;5;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
100;1;100;1;5;100;100;100;100;100;100;100;100;100;100;100;100;100;100
100;1;100;100;1;5;100;100;100;100;100;100;100;100;100;100;100;100;100
100;1;100;100;100;1;5;100;100;100;100;100;100;100;100;100;100;100;100
100;1;100;100;100;100;1;5;100;100;100;100;100;100;100;100;100;100;100
100;1;100;100;100;100;100;1;5;100;100;100;100;100;100;100;100;100;100
100;1;100;100;100;100;100;100;1;5;100;100;100;100;100;100;100;100;100
100;1;100;100;100;100;100;100;100;1;5;100;100;100;100;100;100;100;100
100;1;100;100;100;100;100;100;100;100;1;5;100;100;100;100;100;100;100
100;1;100;100;100;100;100;100;100;100;100;1;5;100;100;100;100;100;100
100;1;100;100;100;100;100;100;100;100;100;100;1;5;100;100;100;100;100
100;1;100;100;100;100;100;100;100;100;100;100;100;1;5;100;100;100;100
100;1;100;100;100;100;100;100;100;100;100;100;100;100;1;5;100;100;100
100;1;100;100;100;100;100;100;100;100;100;100;100;100;100;1;5;100;100
100;1;100;100;100;100;100;100;100;100;100;100;100;100;100;100;1;5;100
100;1;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;1;5
5;1;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;1
1;5;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100
